0.4641,35.0,32.0,0.2,0.5
0.4644,35.0,32.0,0.2,0.6
0.4647,35.0,32.0,0.2,0.7
0.4639,35.0,12.0,1.0,1.0
0.4642,30.0,22.0,0.9,0.4
0.4641,35.0,14.0,0.2,0.2
0.4640,35.0,14.0,0.2,0.3
0.4655,40.0,18.0,0.4,0.5
0.4638,30.0,18.0,0.4,0.6
0.4639,30.0,18.0,0.4,0.7
0.4639,30.0,22.0,0.9,0.9
0.4642,30.0,18.0,0.4,0.9
0.4644,30.0,18.0,0.4,1.0
0.4622,40.0,18.0,0.4,0.3
0.4629,40.0,18.0,0.4,0.4
0.4635,30.0,24.0,0.9,1.0
0.4636,30.0,18.0,0.4,0.8
0.4638,40.0,38.0,1.0,1.0
0.4634,30.0,22.0,0.9,0.5
0.4637,30.0,12.0,1.0,0.9
0.4753,25.0,22.0,0.3,1.0
0.4737,35.0,20.0,0.1,1.0
0.4748,35.0,32.0,0.1,1.0
0.4743,35.0,10.0,0.2,1.0
0.4750,40.0,10.0,0.4,0.2
0.4726,35.0,26.0,0.6,0.8
0.4756,30.0,6.0,0.5,0.3
0.4733,30.0,12.0,0.2,0.1
0.4726,40.0,16.0,1.0,0.9
0.4744,35.0,8.0,0.4,0.3
0.4737,35.0,8.0,0.4,0.4
0.4744,35.0,8.0,0.4,0.5
0.4729,40.0,10.0,0.4,0.3
0.4733,35.0,16.0,0.9,0.7
0.4736,35.0,24.0,0.7,0.6
0.4749,35.0,16.0,0.2,0.6
0.4748,30.0,20.0,0.9,0.8
0.4755,25.0,6.0,0.6,0.9
0.4744,30.0,6.0,0.5,0.4
0.4753,30.0,6.0,0.5,0.5
0.4834,40.0,22.0,0.9,0.8
0.4824,35.0,24.0,0.1,0.9
0.4824,35.0,14.0,0.3,0.8
0.4865,5.0,4.0,0.4,0.8
0.4821,40.0,30.0,0.5,0.8
0.4843,40.0,22.0,0.9,0.7
0.4838,35.0,10.0,0.2,0.9
0.4835,40.0,22.0,0.9,1.0
0.4837,40.0,14.0,0.2,0.7
0.4857,30.0,14.0,0.3,1.0
0.4853,40.0,4.0,0.7,0.7
0.4848,35.0,10.0,0.7,0.7
0.4829,40.0,14.0,0.5,0.9
0.4851,40.0,4.0,0.7,0.6
0.4845,30.0,22.0,0.5,1.0
0.4849,40.0,30.0,1.0,0.5
0.4850,35.0,22.0,0.1,0.7
0.4840,35.0,22.0,0.1,0.8
0.4846,30.0,16.0,0.5,0.7
0.4823,15.0,10.0,0.3,1.0
0.4892,30.0,22.0,0.6,0.6
0.4881,30.0,22.0,0.6,0.7
0.4904,25.0,6.0,0.5,0.8
0.4892,30.0,22.0,0.6,0.8
0.4909,30.0,22.0,0.4,0.6
0.4905,40.0,26.0,0.6,0.8
0.4916,30.0,22.0,0.4,0.7
0.4914,25.0,14.0,0.2,0.6
0.4906,35.0,18.0,0.5,0.4
0.4904,30.0,8.0,0.8,0.6
0.4924,25.0,14.0,0.2,0.7
0.4913,25.0,14.0,0.2,0.8
0.4905,35.0,16.0,0.3,0.7
0.4903,40.0,16.0,0.8,1.0
0.4903,35.0,24.0,1.0,0.8
0.4892,35.0,24.0,1.0,0.9
0.4877,40.0,26.0,0.4,0.4
0.4947,10.0,4.0,0.6,1.0
0.4927,10.0,6.0,0.4,1.0
0.4898,40.0,16.0,0.8,0.3
