0.4159,35.0,20.0,0.4,0.2
0.4179,35.0,20.0,0.4,0.1
0.4118,35.0,24.0,0.1,1.0
0.4133,35.0,30.0,1.0,0.9
0.4139,35.0,22.0,0.1,0.9
0.4198,35.0,4.0,0.5,0.1
0.4189,35.0,24.0,0.1,0.8
0.4210,40.0,24.0,0.5,0.1
0.4261,35.0,16.0,0.5,0.2
0.4348,25.0,18.0,0.1,0.8
0.4159,30.0,28.0,0.1,0.9
0.4183,40.0,22.0,0.8,0.6
0.4251,40.0,24.0,0.4,0.1
0.4129,40.0,34.0,0.1,0.9
0.4148,40.0,12.0,0.7,0.1
0.4213,35.0,24.0,0.2,0.1
0.4208,30.0,8.0,0.9,0.1
0.4090,40.0,34.0,0.1,0.8
0.4110,40.0,10.0,0.6,0.7
0.4188,35.0,24.0,0.1,0.9
0.4479,40.0,16.0,0.6,0.8
0.4513,30.0,26.0,0.4,0.8
0.4352,35.0,30.0,0.8,1.0
0.4404,40.0,38.0,1.0,0.8
0.4608,20.0,8.0,0.2,0.5
0.4448,35.0,30.0,0.8,0.9
0.4434,35.0,16.0,0.4,0.9
0.4515,25.0,4.0,0.9,1.0
0.4467,40.0,24.0,0.4,0.2
0.4497,25.0,10.0,0.5,0.9
0.4432,25.0,6.0,0.3,0.3
0.4451,25.0,24.0,1.0,0.5
0.4412,35.0,30.0,0.8,0.7
0.4436,35.0,30.0,0.8,0.8
0.4412,30.0,14.0,0.8,1.0
0.4452,30.0,26.0,0.4,0.7
0.4605,15.0,14.0,0.2,1.0
0.4509,30.0,14.0,0.8,0.9
0.4506,35.0,24.0,0.3,0.2
0.4511,40.0,16.0,0.6,0.6
0.4692,35.0,6.0,0.6,0.6
0.4700,35.0,26.0,0.4,1.0
0.4820,10.0,4.0,0.4,1.0
0.4769,20.0,16.0,0.4,0.9
0.4797,10.0,6.0,0.1,0.8
0.4727,35.0,14.0,1.0,0.3
0.4714,40.0,38.0,0.2,1.0
0.4710,35.0,18.0,0.4,0.5
0.4749,35.0,18.0,0.4,0.6
0.4760,15.0,12.0,0.6,0.9
0.4770,30.0,16.0,0.6,0.6
0.4775,40.0,34.0,0.8,1.0
0.4756,40.0,38.0,1.0,0.8
0.4801,20.0,16.0,0.4,1.0
0.4818,15.0,10.0,0.4,0.9
0.4734,35.0,14.0,1.0,0.4
0.4753,30.0,22.0,0.4,0.8
0.4726,35.0,16.0,0.9,0.8
0.4756,30.0,26.0,0.8,0.9
0.4741,40.0,8.0,0.1,0.4
0.4889,25.0,14.0,0.8,0.1
0.4884,40.0,38.0,1.0,0.4
0.4904,40.0,4.0,1.0,1.0
0.4931,25.0,16.0,0.1,0.9
0.4880,35.0,12.0,0.5,0.7
0.4895,15.0,8.0,0.5,1.0
0.4849,40.0,12.0,0.9,1.0
0.4874,30.0,12.0,0.3,0.4
0.4933,15.0,6.0,0.3,0.8
0.4863,40.0,8.0,0.6,0.8
0.4939,40.0,34.0,0.9,0.2
0.4885,35.0,12.0,0.5,0.5
0.4933,40.0,32.0,0.2,0.4
0.4903,40.0,20.0,0.5,0.3
0.4884,35.0,24.0,0.2,0.7
0.4894,40.0,34.0,0.1,0.4
0.4898,35.0,12.0,0.5,0.6
0.4923,30.0,14.0,0.8,0.2
0.4922,20.0,8.0,1.0,0.2
0.4870,40.0,22.0,0.9,1.0
