0.4155,35.0,20.0,0.4,0.2
0.4229,35.0,20.0,0.4,0.1
0.4278,35.0,24.0,0.1,1.0
0.4075,35.0,30.0,1.0,0.9
0.4122,35.0,22.0,0.1,0.9
0.4213,35.0,4.0,0.5,0.1
0.4138,35.0,24.0,0.1,0.8
0.4142,40.0,24.0,0.5,0.1
0.4197,35.0,16.0,0.5,0.2
0.4282,25.0,18.0,0.1,0.8
0.4115,30.0,28.0,0.1,0.9
0.4174,40.0,22.0,0.8,0.6
0.4141,40.0,24.0,0.4,0.1
0.4115,40.0,34.0,0.1,0.9
0.4167,40.0,12.0,0.7,0.1
0.4146,35.0,24.0,0.2,0.1
0.4277,30.0,8.0,0.9,0.1
0.4151,40.0,34.0,0.1,0.8
0.4123,40.0,10.0,0.6,0.7
0.4085,35.0,24.0,0.1,0.9
0.4493,40.0,16.0,0.6,0.8
0.4502,30.0,26.0,0.4,0.8
0.4417,35.0,30.0,0.8,1.0
0.4435,40.0,38.0,1.0,0.8
0.4490,20.0,8.0,0.2,0.5
0.4416,35.0,30.0,0.8,0.9
0.4392,35.0,16.0,0.4,0.9
0.4455,25.0,4.0,0.9,1.0
0.4438,40.0,24.0,0.4,0.2
0.4555,25.0,10.0,0.5,0.9
0.4569,25.0,6.0,0.3,0.3
0.4410,25.0,24.0,1.0,0.5
0.4463,35.0,30.0,0.8,0.7
0.4419,35.0,30.0,0.8,0.8
0.4452,30.0,14.0,0.8,1.0
0.4523,30.0,26.0,0.4,0.7
0.4573,15.0,14.0,0.2,1.0
0.4438,30.0,14.0,0.8,0.9
0.4497,35.0,24.0,0.3,0.2
0.4402,40.0,16.0,0.6,0.6
0.4711,35.0,6.0,0.6,0.6
0.4749,35.0,26.0,0.4,1.0
0.4783,10.0,4.0,0.4,1.0
0.4722,20.0,16.0,0.4,0.9
0.4768,10.0,6.0,0.1,0.8
0.4671,35.0,14.0,1.0,0.3
0.4706,40.0,38.0,0.2,1.0
0.4732,35.0,18.0,0.4,0.5
0.4760,35.0,18.0,0.4,0.6
0.4836,15.0,12.0,0.6,0.9
0.4755,30.0,16.0,0.6,0.6
0.4728,40.0,34.0,0.8,1.0
0.4724,40.0,38.0,1.0,0.8
0.4730,20.0,16.0,0.4,1.0
0.4771,15.0,10.0,0.4,0.9
0.4691,35.0,14.0,1.0,0.4
0.4745,30.0,22.0,0.4,0.8
0.4667,35.0,16.0,0.9,0.8
0.4757,30.0,26.0,0.8,0.9
0.4726,40.0,8.0,0.1,0.4
0.4909,25.0,14.0,0.8,0.1
0.4898,40.0,38.0,1.0,0.4
0.4914,40.0,4.0,1.0,1.0
0.4906,25.0,16.0,0.1,0.9
0.4879,35.0,12.0,0.5,0.7
0.4932,15.0,8.0,0.5,1.0
0.4893,40.0,12.0,0.9,1.0
0.4886,30.0,12.0,0.3,0.4
0.4895,15.0,6.0,0.3,0.8
0.4874,40.0,8.0,0.6,0.8
0.4874,40.0,34.0,0.9,0.2
0.4868,35.0,12.0,0.5,0.5
0.4892,40.0,32.0,0.2,0.4
0.4881,40.0,20.0,0.5,0.3
0.4912,35.0,24.0,0.2,0.7
0.4880,40.0,34.0,0.1,0.4
0.4891,35.0,12.0,0.5,0.6
0.4897,30.0,14.0,0.8,0.2
0.4922,20.0,8.0,1.0,0.2
0.4853,40.0,22.0,0.9,1.0
