0.4644,35.0,32.0,0.2,0.5
0.4637,35.0,32.0,0.2,0.6
0.4636,35.0,32.0,0.2,0.7
0.4635,35.0,12.0,1.0,1.0
0.4662,30.0,22.0,0.9,0.4
0.4633,35.0,14.0,0.2,0.2
0.4633,35.0,14.0,0.2,0.3
0.4629,40.0,18.0,0.4,0.5
0.4640,30.0,18.0,0.4,0.6
0.4634,30.0,18.0,0.4,0.7
0.4651,30.0,22.0,0.9,0.9
0.4654,30.0,18.0,0.4,0.9
0.4659,30.0,18.0,0.4,1.0
0.4650,40.0,18.0,0.4,0.3
0.4655,40.0,18.0,0.4,0.4
0.4671,30.0,24.0,0.9,1.0
0.4672,30.0,18.0,0.4,0.8
0.4659,40.0,38.0,1.0,1.0
0.4667,30.0,22.0,0.9,0.5
0.4657,30.0,12.0,1.0,0.9
0.4752,25.0,22.0,0.3,1.0
0.4737,35.0,20.0,0.1,1.0
0.4762,35.0,32.0,0.1,1.0
0.4746,35.0,10.0,0.2,1.0
0.4737,40.0,10.0,0.4,0.2
0.4734,35.0,26.0,0.6,0.8
0.4746,30.0,6.0,0.5,0.3
0.4770,30.0,12.0,0.2,0.1
0.4717,40.0,16.0,1.0,0.9
0.4730,35.0,8.0,0.4,0.3
0.4741,35.0,8.0,0.4,0.4
0.4731,35.0,8.0,0.4,0.5
0.4723,40.0,10.0,0.4,0.3
0.4750,35.0,16.0,0.9,0.7
0.4757,35.0,24.0,0.7,0.6
0.4755,35.0,16.0,0.2,0.6
0.4736,30.0,20.0,0.9,0.8
0.4762,25.0,6.0,0.6,0.9
0.4755,30.0,6.0,0.5,0.4
0.4758,30.0,6.0,0.5,0.5
0.4807,40.0,22.0,0.9,0.8
0.4822,35.0,24.0,0.1,0.9
0.4830,35.0,14.0,0.3,0.8
0.4854,5.0,4.0,0.4,0.8
0.4830,40.0,30.0,0.5,0.8
0.4835,40.0,22.0,0.9,0.7
0.4860,35.0,10.0,0.2,0.9
0.4829,40.0,22.0,0.9,1.0
0.4839,40.0,14.0,0.2,0.7
0.4840,30.0,14.0,0.3,1.0
0.4846,40.0,4.0,0.7,0.7
0.4852,35.0,10.0,0.7,0.7
0.4826,40.0,14.0,0.5,0.9
0.4848,40.0,4.0,0.7,0.6
0.4844,30.0,22.0,0.5,1.0
0.4846,40.0,30.0,1.0,0.5
0.4853,35.0,22.0,0.1,0.7
0.4845,35.0,22.0,0.1,0.8
0.4830,30.0,16.0,0.5,0.7
0.4872,15.0,10.0,0.3,1.0
0.4920,30.0,22.0,0.6,0.6
0.4916,30.0,22.0,0.6,0.7
0.4916,25.0,6.0,0.5,0.8
0.4891,30.0,22.0,0.6,0.8
0.4880,30.0,22.0,0.4,0.6
0.4900,40.0,26.0,0.6,0.8
0.4907,30.0,22.0,0.4,0.7
0.4918,25.0,14.0,0.2,0.6
0.4904,35.0,18.0,0.5,0.4
0.4908,30.0,8.0,0.8,0.6
0.4919,25.0,14.0,0.2,0.7
0.4918,25.0,14.0,0.2,0.8
0.4911,35.0,16.0,0.3,0.7
0.4881,40.0,16.0,0.8,1.0
0.4894,35.0,24.0,1.0,0.8
0.4904,35.0,24.0,1.0,0.9
0.4897,40.0,26.0,0.4,0.4
0.4917,10.0,4.0,0.6,1.0
0.4924,10.0,6.0,0.4,1.0
0.4903,40.0,16.0,0.8,0.3
