0.4348,35.0,6.0,0.1,0.7
0.4337,25.0,20.0,0.6,0.9
0.4387,35.0,14.0,0.7,0.4
0.4371,25.0,12.0,0.3,1.0
0.4413,30.0,20.0,0.1,1.0
0.4378,35.0,16.0,0.1,0.6
0.4381,35.0,16.0,0.1,0.7
0.4413,40.0,36.0,0.2,0.3
0.4406,40.0,36.0,0.2,0.4
0.4388,30.0,10.0,0.4,0.6
0.4391,30.0,18.0,0.1,0.9
0.4379,35.0,30.0,0.5,0.9
0.4416,40.0,28.0,0.8,1.0
0.4415,40.0,28.0,0.8,0.7
0.4424,40.0,28.0,0.8,0.8
0.4439,40.0,28.0,0.8,0.9
0.4371,35.0,6.0,0.7,0.5
0.4399,40.0,18.0,0.7,0.5
0.4355,40.0,18.0,0.7,0.6
0.4323,40.0,8.0,1.0,0.8
0.4786,10.0,4.0,0.5,0.8
0.4804,15.0,10.0,0.2,1.0
0.4798,15.0,4.0,0.4,0.6
0.4757,15.0,14.0,0.6,0.3
0.4760,40.0,32.0,0.5,0.9
0.4791,15.0,10.0,0.1,0.9
0.4764,30.0,26.0,0.3,0.7
0.4769,25.0,8.0,0.5,0.9
0.4764,25.0,10.0,0.1,0.6
0.4741,30.0,8.0,0.8,0.9
0.4749,35.0,20.0,0.9,0.5
0.4740,30.0,8.0,0.8,0.7
0.4736,30.0,8.0,0.8,0.8
0.4745,35.0,20.0,0.9,0.2
0.4734,35.0,16.0,0.3,0.9
0.4758,40.0,32.0,0.5,0.8
0.4795,15.0,10.0,0.1,1.0
0.4737,25.0,8.0,0.5,1.0
0.4751,25.0,8.0,0.3,1.0
0.4709,20.0,8.0,0.5,1.0
0.4808,40.0,22.0,0.1,0.9
0.4776,40.0,14.0,0.6,0.5
0.4803,40.0,22.0,0.1,0.8
0.4800,40.0,22.0,0.1,0.7
0.4834,30.0,18.0,0.6,0.6
0.4821,40.0,32.0,0.4,0.3
0.4835,40.0,32.0,0.4,0.4
0.4804,40.0,20.0,0.8,1.0
0.4826,40.0,32.0,0.4,0.2
0.4817,40.0,24.0,0.9,0.5
0.4849,40.0,22.0,0.6,0.8
0.4849,40.0,22.0,0.6,0.9
0.4837,40.0,22.0,0.6,1.0
0.4834,40.0,36.0,0.3,0.1
0.4858,15.0,10.0,0.7,0.7
0.4817,15.0,6.0,0.3,0.8
0.4773,35.0,8.0,0.7,1.0
0.4793,40.0,32.0,1.0,0.9
0.4787,40.0,32.0,1.0,1.0
0.4778,40.0,14.0,0.6,0.4
0.4897,35.0,14.0,0.4,1.0
0.4912,30.0,6.0,0.1,0.4
0.4909,35.0,32.0,0.9,0.5
0.4902,35.0,14.0,1.0,0.2
0.4899,35.0,14.0,1.0,0.3
0.4909,35.0,14.0,1.0,0.1
0.4904,30.0,6.0,0.1,0.7
0.4897,30.0,6.0,0.1,0.5
0.4918,35.0,14.0,0.5,0.1
0.4912,40.0,36.0,0.5,0.2
0.4925,40.0,36.0,0.5,0.1
0.4914,40.0,4.0,0.3,1.0
0.4939,35.0,32.0,0.9,0.3
0.4912,40.0,28.0,0.8,0.2
0.4910,40.0,34.0,1.0,0.1
0.4915,40.0,34.0,0.9,1.0
0.4919,30.0,20.0,0.8,0.1
0.4918,40.0,32.0,0.3,0.9
0.4906,40.0,4.0,0.3,0.9
0.4912,30.0,20.0,0.7,1.0
