0.4313,35.0,6.0,0.1,0.7
0.4356,25.0,20.0,0.6,0.9
0.4326,35.0,14.0,0.7,0.4
0.4581,25.0,12.0,0.3,1.0
0.4442,30.0,20.0,0.1,1.0
0.4436,35.0,16.0,0.1,0.6
0.4347,35.0,16.0,0.1,0.7
0.4349,40.0,36.0,0.2,0.3
0.4362,40.0,36.0,0.2,0.4
0.4401,30.0,10.0,0.4,0.6
0.4379,30.0,18.0,0.1,0.9
0.4387,35.0,30.0,0.5,0.9
0.4424,40.0,28.0,0.8,1.0
0.4392,40.0,28.0,0.8,0.7
0.4353,40.0,28.0,0.8,0.8
0.4328,40.0,28.0,0.8,0.9
0.4406,35.0,6.0,0.7,0.5
0.4380,40.0,18.0,0.7,0.5
0.4322,40.0,18.0,0.7,0.6
0.4292,40.0,8.0,1.0,0.8
0.4853,10.0,4.0,0.5,0.8
0.4778,15.0,10.0,0.2,1.0
0.4790,15.0,4.0,0.4,0.6
0.4775,15.0,14.0,0.6,0.3
0.4745,40.0,32.0,0.5,0.9
0.4804,15.0,10.0,0.1,0.9
0.4776,30.0,26.0,0.3,0.7
0.4784,25.0,8.0,0.5,0.9
0.4766,25.0,10.0,0.1,0.6
0.4750,30.0,8.0,0.8,0.9
0.4763,35.0,20.0,0.9,0.5
0.4759,30.0,8.0,0.8,0.7
0.4749,30.0,8.0,0.8,0.8
0.4752,35.0,20.0,0.9,0.2
0.4759,35.0,16.0,0.3,0.9
0.4783,40.0,32.0,0.5,0.8
0.4805,15.0,10.0,0.1,1.0
0.4753,25.0,8.0,0.5,1.0
0.4784,25.0,8.0,0.3,1.0
0.4766,20.0,8.0,0.5,1.0
0.4792,40.0,22.0,0.1,0.9
0.4816,40.0,14.0,0.6,0.5
0.4848,40.0,22.0,0.1,0.8
0.4832,40.0,22.0,0.1,0.7
0.4828,30.0,18.0,0.6,0.6
0.4824,40.0,32.0,0.4,0.3
0.4810,40.0,32.0,0.4,0.4
0.4805,40.0,20.0,0.8,1.0
0.4826,40.0,32.0,0.4,0.2
0.4813,40.0,24.0,0.9,0.5
0.4800,40.0,22.0,0.6,0.8
0.4790,40.0,22.0,0.6,0.9
0.4821,40.0,22.0,0.6,1.0
0.4813,40.0,36.0,0.3,0.1
0.4894,15.0,10.0,0.7,0.7
0.4841,15.0,6.0,0.3,0.8
0.4824,35.0,8.0,0.7,1.0
0.4809,40.0,32.0,1.0,0.9
0.4809,40.0,32.0,1.0,1.0
0.4821,40.0,14.0,0.6,0.4
0.4921,35.0,14.0,0.4,1.0
0.4920,30.0,6.0,0.1,0.4
0.4911,35.0,32.0,0.9,0.5
0.4898,35.0,14.0,1.0,0.2
0.4921,35.0,14.0,1.0,0.3
0.4901,35.0,14.0,1.0,0.1
0.4923,30.0,6.0,0.1,0.7
0.4920,30.0,6.0,0.1,0.5
0.4904,35.0,14.0,0.5,0.1
0.4917,40.0,36.0,0.5,0.2
0.4927,40.0,36.0,0.5,0.1
0.4905,40.0,4.0,0.3,1.0
0.4911,35.0,32.0,0.9,0.3
0.4910,40.0,28.0,0.8,0.2
0.4911,40.0,34.0,1.0,0.1
0.4934,40.0,34.0,0.9,1.0
0.4926,30.0,20.0,0.8,0.1
0.4902,40.0,32.0,0.3,0.9
0.4889,40.0,4.0,0.3,0.9
0.4911,30.0,20.0,0.7,1.0
